comment,sentiment,dominant_construct
"bang knp hasil videonya berbicara bahasa inggris yaa prompt nya sdh saya pakai bhs indonesia,tetap juga sama hasilnya berbicara menggunakan bahasa inggris",negative,Facilitating Conditions
udah pake vpn tapi masih veo2,neutral,Effort Expectancy
a.i. tidak bisa mengucapkan namanya sendiri,negative,Effort Expectancy
bang ko bikinan gw tidak ada suaranya itu salahnya dimana ya bang,negative,Performance Expectancy
sebentar lagi artis artis tidak laku dong. bikin film cukup pake ai,negative,Performance Expectancy
keren banget,positive,Social Influence
detik² kemunculan dajjal..fitnah akan terjadi di mana²,negative,Facilitating Conditions
vvn nya gx bisa di instal gx bisa di apa apain,neutral,Performance Expectancy
pake promt di crome hp tidak bisa ya,neutral,Effort Expectancy
bang bisa pakai foto kita tidak,neutral,Facilitating Conditions
"kalo makin berkembang,nanti gimana caranya kita tau itu orang asli atau bukan. terlebih kita yang suka nonton",positive,Performance Expectancy
"menghawatirkan bisa bikin video fitnahan,masyarakat awam bisa langsung percaya video hasil ai",negative,Performance Expectancy
kalau bikin prompt yang bisa ngobrol lebih dari 1 orang gimana ya bro,neutral,Performance Expectancy
bg dipunyaku kok gaada menu video,negative,Performance Expectancy
terimakasihh bang ilmunya,positive,Performance Expectancy
kok aku tidak ada suaranya?,negative,Effort Expectancy
"harus pake vpn bg,,sini bikin grup sharing2",neutral,Social Influence
"kalau saya membedakan ai atau asli,dilihat dari pergerakan mulut dan suara...",positive,Performance Expectancy
"bang,kenapa punya saya pilihan pembayaranya tidak ada pilihan yang e-walet?",neutral,Effort Expectancy
bang bs digabung sama gambar ga? misal kita mau buat iklan disuatu product biar masuk ke dalam ai itu jadi hrs upload dlu prodcutnya bs tidak seperti itu klo ada tolng buatin bg .makasi,neutral,Performance Expectancy
kok tidak ada suara ya kk cuma text doank,negative,Social Influence
bang saya sudah ikutin tapi opsi video nya tidak muncul itu kenapa yah ?,negative,Effort Expectancy
cara download vpn ny gmna tidak ad bacaan download atau unduh,neutral,Effort Expectancy
"broo,ini ada batasan pembuatan video nya ga? misalnya perhari cuma bisa beberapa kali",neutral,Social Influence
"ka,kalau muncul watermark veo kenapa ya?",neutral,Social Influence
ekstensi,neutral,Social Influence
kk gmn kalau video tidak muncul yah?,neutral,Performance Expectancy
tapi karakternya tidak bisa konsisten ya kak?,negative,Effort Expectancy
kok mirip kya yang bikin candaan di neraka ya,negative,Effort Expectancy
aku udah ikutin semua taoi ko tidak ada suara voice overnya ?,negative,Effort Expectancy
maksimal 8 detik doank ya?,neutral,Effort Expectancy
"dari cara ngomngnya,masyawi nya jg hasil ai",neutral,Performance Expectancy
pake mobile / hape bisa juga tidak bang?,neutral,Effort Expectancy
teknologi ginian ujung-ujungnya kalo tidak buat nipu ya vokep,negative,Effort Expectancy
izin belajar ya bang,neutral,Performance Expectancy
kok di tampilan gemini ku tidak ada video ya?,neutral,Social Influence
klo udah coba free sebulan nti bakal masuk otomatis bayar ga..,neutral,Effort Expectancy
mantap,positive,Social Influence
"tapi saya buat vidio,tidak ada suara untuk vidionya bg,ada penjelasannya tidak bg?",negative,Effort Expectancy
hatur nuhun mas..,neutral,Performance Expectancy
mengganti foto kita caranya bagaimana?,neutral,Effort Expectancy
bang aku udh aktifin vpn kok ngk muncul veo 3 nya ya bang?,negative,Social Influence
tidak bisa pake bri ya bank?,neutral,Effort Expectancy
udah nyobain beberapa kali buat video di gemini pro tapi hasil videonya tidak ada suaranya. gimana ya biar ada suaranya,negative,Social Influence
"hati2 mas,ngeri disuruh ngidupin di akhirat. di blur aja baiknya. cmiiw.",neutral,Performance Expectancy
kalau dicoba di hp bisa?,neutral,Social Influence
bang cara agar bahasa indonesia gimana gw kok bahasa inggris yah,negative,Effort Expectancy
"udah coba upgrade ke yang pro,tapi kok videonya veo 2 ya?",neutral,Facilitating Conditions
ini masyawi kayak ai deh. bikin vlog panjang begini dengan ai gimana cara?,neutral,Effort Expectancy
bang gw tidak bisa didownload katanya harus pake laptop atau yang lain tidak bisa di hp walaupun pake mode desktop,negative,Performance Expectancy
wah...ai meresahkan...privasi kita semakin tidak terkontrol ya....,negative,Performance Expectancy
gratis cuma bisa 4 kali pakai sehari,neutral,Effort Expectancy
"bang untuk versi mobile,bisa gak? atau mungkin ada caranya?",neutral,Effort Expectancy
tapi begrond monas bukan monas yang ditampilkan.... msh meleset blum realistis bgt:face-purple-crying:,negative,Social Influence
ini berarti engga pure gratis ya ?,neutral,Social Influence
kan di vidio abangnya bayarnya pake gopay,neutral,Effort Expectancy
bang kalau yang didlam videonya itu diri kita sendiri bisa tidak si bang?,neutral,Performance Expectancy
"aku pengen buat film atau series tokusatsu ku sendiri,aku punya ide",neutral,Social Influence
bisa,neutral,Effort Expectancy
"durasinya memang cuma sedikit kah bang,saya sudah nyoba,suaranya yang tidak muncul malah text yang tulisan,tapi videonya hasilnya emang bagus,dan bis adishare diyutub share tidak ya bang ?",positive,Performance Expectancy
kok saya tidak ada bayar ke ponsel ya cuma dua doang bang,neutral,Social Influence
kok belum ada yang buat tutorial pakek veo 3 tapi wajah sendiri ya,neutral,Effort Expectancy
tidak bisa wajah sendiri ya?,neutral,Effort Expectancy
kok di aku hasilnya bahasa inggris jadinya bng,negative,Effort Expectancy
gratis tapi guna akaun google pro... hmmmmm... terus terang la bang tetap perlu bayar dulu sebelum dapat yang gratis.,neutral,Social Influence
kok di gw gada suaranya ya bg?,negative,Social Influence
"bang kalau video tidak keluar suara nya,gimana solusinya?",negative,Facilitating Conditions
thanks bang atas tutornya udh ku subs,positive,Performance Expectancy
gw bikin ko gada suaranya yak,negative,Social Influence
abg ya asli bukan,neutral,Effort Expectancy
dunia dalam darurat dibalik pesatnya perkembangan teknologi.,negative,Performance Expectancy
"percaya atau tidak,buktikan saja dan nikmati huru haranya",neutral,Performance Expectancy
"walaupun realistis,tetep ada bedanya kok,cuma ya harus jeli aja.",positive,Performance Expectancy
ngeri sekali,negative,Effort Expectancy
makin bahaya buat yang menyalahgunakan vo3,negative,Social Influence
seperti penipuan,negative,Effort Expectancy
"bang saya sudah gemini pro,kok masih veo 2?",neutral,Social Influence
bapak dan emak kalau nonton kyak gini percayaan . repot pokok nya repot parah parah otaknya kacau kacau.,negative,Performance Expectancy
ngeri. semoga tidak di salah gunakan oleh oknum yang suka mengadu domba.,negative,Performance Expectancy
dunia filem dan pembawa acara tv bakal rungkad akan menggunakan ai saja,negative,Performance Expectancy
"bang,saya sudah upgrade email tapi masih veo 2",neutral,Facilitating Conditions
veo 2 kali lu,neutral,Effort Expectancy
lu brrti pake yang veo 2,neutral,Social Influence
"kalau ganti evo3 gmna caranya,​ -uz5jl",neutral,Performance Expectancy
kk knp kalau buat vidio tidak ada suaranya ?,negative,Social Influence
ko gw bikin hasilnye gada suaranye dah,negative,Effort Expectancy
kenapa pas saya coba bikin ngomongnya kok jadi bahasa inggris ya bang?,negative,Social Influence
tidak sesuai dgn judullll gblggg,negative,Effort Expectancy
ini tu harus update k versi gemini pro. tapi pakai uang jaminan. q ada uangnya tapi kira² uang q bisa balik tidak entar?,neutral,Facilitating Conditions
jangan2 masnya yang ngomong ini veo 3 juga,neutral,Effort Expectancy
"baru buat 3 video udh dibatasi,padahal member udh pro",neutral,Effort Expectancy
"googgle plis stop jangan terusin veo3 ke veo4 plis,apalagi orang indo kadang memakai ai dengan salah",negative,Performance Expectancy
bg cara bikin vidio nya lebih dari 8 detik gimana?,neutral,Effort Expectancy
ini berarti text ke video tidak bisa image ke video ya mas ganteng,negative,Social Influence
sangat menakutkan,negative,Social Influence
bang punya ku kok tidak kluar suaranya ya,negative,Social Influence
knpa tidak ada suaranya ya pas sudah jadi,negative,Social Influence
prompt nya bahasa inggris kok videonya bisa bhs indo lngsung gituh bang,negative,Social Influence
veo 3 reviews movies,neutral,Effort Expectancy
abangnya ai juga tidak,neutral,Effort Expectancy
mending jangam tutorial... meresahkan apa bila diaplikasikan kepada orang yang tidak tepat..,negative,Performance Expectancy
"jadi terjawab ya kemarin rame scan rentina,nah vo3 ini kepanjangan tangan mereka juga .. selamat yang udah scan rentina",neutral,Performance Expectancy
thank bang good,positive,Social Influence
"bang,kok tidak ada sambung ke dana atau pay lainnya?",neutral,Performance Expectancy
saya udh pake pro tapi kok tidak muncul video v3 nya bang,negative,Effort Expectancy
klo tidak dibayar maling dong namanya atau jadi hutang,neutral,Performance Expectancy
palai macbook berapa ya?,neutral,Effort Expectancy
saya bikin kok suaranya bisu ter di veo 3 ?ad yang tau solusinya,negative,Effort Expectancy
makin susah nih penegakam hukum. bukti video bisa dibikin ai,negative,Social Influence
bro tapi aman kan ya walaupun subscribe langganan-nya dalam mode masih pakai vpn?,neutral,Effort Expectancy
"jujur,gue justru merasa ngeri dengan perkembangan google gemini vo3 ini...entah berapa juta berita dan fitnah yang bisa dibuat kalo technologi ini dipake orang dg tujuan gabener",negative,Performance Expectancy
perhari di batasi yah buat video veo3 nya meskipun sudah pro,neutral,Performance Expectancy
"jiwa man of culture meronta melihat kesempatan ini,hihihihihi",negative,Performance Expectancy
"itu bisa ngk bang,klo pake muka kita sendiri?",neutral,Effort Expectancy
"mas saya sdh coba bikin video,tapi suaranya tidak ada,bisu kenapa?",negative,Facilitating Conditions
satu akun dana bisa di gunain banyak email nga kk,neutral,Social Influence
buatkan prompt untuk google video,neutral,Performance Expectancy
"please jangan bikin tutor kayak gini,emang semalem itu ya dikit dikit ai",neutral,Performance Expectancy
kok saya suaranya tidak ada ya ?,negative,Effort Expectancy
china lebih gila lg....disain kapal induk tidak sampai sebulan....pdhl negara lain udah tahunan.....,neutral,Facilitating Conditions
ih serem banget.. sulitnya posisi perempuan di zaman sekarang karna rawan terkena pornografi pake deep fake & video ai,negative,Social Influence
"knpa sy buat,suaranya tidak ada?",negative,Effort Expectancy
"wkwkwk nyiptain dari mana dirimu cuma mengarang,hanya tuhan aja yang bisa nyiptain sesuatu",neutral,Performance Expectancy
kalau pakai video sendiri bang,neutral,Effort Expectancy
menarik. reaksi orang berbeda2.,positive,Performance Expectancy
"daripada ngeri,bisakah melihat ni juga sebagai peluang atau kesempatan diri ini utk tidak terlalu bereaktif / sabar dengan berita yang muncul? tidak gampang mengiyakan dan sebar hoax. peluang berlatih menahan diri,dan makin bijak memilah konten menjadi lbh banyak.",positive,Performance Expectancy
itu dari segi non pengguna/penikmat konten.,neutral,Performance Expectancy
"dari segi kreator,ai = peluang,mempermudah bahkan memberi kesempatan utk membuat konten yang bermanfaat yang lbh daripada fitnah. trgantung mentalitas yang pake sih",positive,Performance Expectancy
"ibarat pisau: awalnya dipake tuk berburu binatang,mungkin utk potong sayuran,tapi ada juga penggunanya yang make utk membunuh sesamanya.",negative,Performance Expectancy
"dan ada juga non pemakai yang takut kl pisau bisa dipakai utk melukai dirinya,ada yang biasa2 aja,ada juga yang ngerasa bermanfaat dgn adanya pisau",negative,Performance Expectancy
yang ngeri bukan cuma bisa gantiin profesi manusia tapi juga bisa disalahgunakan untuk hal yang negatif,negative,Performance Expectancy
terima kasih aban..... udah berbagi ilmunya.... salam kenal dari timor leste,positive,Social Influence
"bang,opsi pembayarannya tidak keluar bang",neutral,Performance Expectancy
juma debit card,neutral,Effort Expectancy
klo menu pembayaran kayak e wallet nya tidak muncul kenapa ya? cma ada kredit dan paypal,neutral,Performance Expectancy
"saya bikin ko gada suaranya bang,gimana cara nya biar ada suaranya",negative,Performance Expectancy
"mas gemini saya ndak ada pilihan video,apakah harus gemini pro juga ?",neutral,Effort Expectancy
aku nyoba ko tidak ada suara ya,negative,Effort Expectancy
hasilnya ko tidak muncul suaranya ya bang,negative,Performance Expectancy
sangat membahayakan bagi kehidupan manusia. fitnah akan bisa terjadi dimana mana,negative,Performance Expectancy
bisa pakai foto sendiri tidak bang,neutral,Effort Expectancy
nice turot,positive,Social Influence
aku ghak ada tampil vidio,neutral,Effort Expectancy
artis bisa gx laku nih,neutral,Performance Expectancy
krennn asli bang,positive,Effort Expectancy
luar biasa abang ini tidak pelit ilmu....,positive,Social Influence
"solusi idsh pake prompt bahasa inggris,tapi pas ngomong kok jadi bahasa inggris juga,solusinya?",negative,Effort Expectancy
bang gua mau batalkan langganan kok tidak bisa ya.,neutral,Performance Expectancy
sudah liat tutor jg.,neutral,Effort Expectancy
tapi hasilnya gagal seperti yang di short terbaruku bang.,negative,Performance Expectancy
"napa d gua gada pilihan video itu ya,kosong doang d bawah nya",neutral,Effort Expectancy
ko suaranya tidak keluar bang?,negative,Social Influence
pakai hp tidak bisa,neutral,Effort Expectancy
bisa jadi,neutral,Effort Expectancy
makasih,neutral,Effort Expectancy
,neutral,Effort Expectancy
​ jawab bang itu banyak nanya kenapa tidak ada suaranya,negative,Effort Expectancy
tambahkan prompt berkata dalam bahasa indonesia,neutral,Performance Expectancy
upgrade akun ke pro,neutral,Effort Expectancy
mungkin masih veo 2,neutral,Facilitating Conditions
bisa,neutral,Effort Expectancy
​ iya bisa tapi harus langganan. siap2 email yang banyak kalau mau gratisan,neutral,Effort Expectancy
saya sudah bikin cumak suaranya tidak muncul ya. itu gimana cara ngatasinya ?,negative,Effort Expectancy
saya tetep buat video manual..karena dari situ sebuah seni dimulai,neutral,Performance Expectancy
itu ada tidak ya org aslinya..kayaknya ada itu orang aslinya,neutral,Effort Expectancy
makasih ilmunya,positive,Performance Expectancy
ini oezil versi ai bukan muka nya mirip,negative,Effort Expectancy
"dpr,sudah cukup diganti pake ai .",positive,Performance Expectancy
"lebih irit,gak pake tunjangan .",positive,Effort Expectancy
bang download vpn pakai hp bisa tidak ?,neutral,Effort Expectancy
"videonya berhasil kebuat,tapi kenapa tidak ada suaranya ya?",negative,Effort Expectancy
tidak bisa ngomong bos,negative,Performance Expectancy
"udah bikin pro tapi ada limitnya juga ini gemini,harus nunggu 1minggu lagi baru bisa bikin video lagi..aneh ya",neutral,Social Influence
